model,market,calendar_week,week_start_date,demand_units
Civic,France,-13,2026-05-11,94
Civic,Italy,-13,2026-05-11,61
Civic,Spain,-13,2026-05-11,54
Civic,Netherlands,-13,2026-05-11,40
Civic,Belgium,-13,2026-05-11,34
Civic,Poland,-13,2026-05-11,30
Civic,Nordics,-13,2026-05-11,40
Civic,Portugal,-13,2026-05-11,30
CR-V,UK,-13,2026-05-11,161
CR-V,Germany,-13,2026-05-11,128
CR-V,France,-13,2026-05-11,94
CR-V,Italy,-13,2026-05-11,61
CR-V,Spain,-13,2026-05-11,54
CR-V,Netherlands,-13,2026-05-11,40
CR-V,Belgium,-13,2026-05-11,34
CR-V,Poland,-13,2026-05-11,30
CR-V,Nordics,-13,2026-05-11,40
CR-V,Portugal,-13,2026-05-11,30
HR-V,UK,-13,2026-05-11,81
HR-V,Germany,-13,2026-05-11,64
HR-V,France,-13,2026-05-11,47
HR-V,Italy,-13,2026-05-11,30
HR-V,Spain,-13,2026-05-11,27
HR-V,Netherlands,-13,2026-05-11,20
HR-V,Belgium,-13,2026-05-11,17
HR-V,Poland,-13,2026-05-11,15
HR-V,Nordics,-13,2026-05-11,20
HR-V,Portugal,-13,2026-05-11,15
Jazz,UK,-13,2026-05-11,97
Jazz,Germany,-13,2026-05-11,77
Jazz,France,-13,2026-05-11,57
Jazz,Italy,-13,2026-05-11,36
Jazz,Spain,-13,2026-05-11,32
Jazz,Netherlands,-13,2026-05-11,24
Jazz,Belgium,-13,2026-05-11,20
Jazz,Poland,-13,2026-05-11,18
Jazz,Nordics,-13,2026-05-11,24
Jazz,Portugal,-13,2026-05-11,18
e:Ny1,UK,-13,2026-05-11,53
e:Ny1,Germany,-13,2026-05-11,42
e:Ny1,France,-13,2026-05-11,31
e:Ny1,Italy,-13,2026-05-11,0
e:Ny1,Spain,-13,2026-05-11,0
e:Ny1,Netherlands,-13,2026-05-11,13
e:Ny1,Belgium,-13,2026-05-11,11
e:Ny1,Poland,-13,2026-05-11,0
e:Ny1,Nordics,-13,2026-05-11,13
e:Ny1,Portugal,-13,2026-05-11,0
Civic,UK,-12,2026-05-18,161
Civic,Germany,-12,2026-05-18,128
Civic,France,-12,2026-05-18,94
Civic,Italy,-12,2026-05-18,60
Civic,Spain,-12,2026-05-18,54
Civic,Netherlands,-12,2026-05-18,40
Civic,Belgium,-12,2026-05-18,34
Civic,Poland,-12,2026-05-18,30
Civic,Nordics,-12,2026-05-18,40
Civic,Portugal,-12,2026-05-18,30
CR-V,UK,-12,2026-05-18,161
CR-V,Germany,-12,2026-05-18,128
CR-V,France,-12,2026-05-18,94
CR-V,Italy,-12,2026-05-18,60
CR-V,Spain,-12,2026-05-18,54
CR-V,Netherlands,-12,2026-05-18,40
CR-V,Belgium,-12,2026-05-18,34
CR-V,Poland,-12,2026-05-18,30
CR-V,Nordics,-12,2026-05-18,40
CR-V,Portugal,-12,2026-05-18,30
HR-V,UK,-12,2026-05-18,81
HR-V,Germany,-12,2026-05-18,64
HR-V,France,-12,2026-05-18,47
HR-V,Italy,-12,2026-05-18,30
HR-V,Spain,-12,2026-05-18,27
HR-V,Netherlands,-12,2026-05-18,20
HR-V,Belgium,-12,2026-05-18,17
HR-V,Poland,-12,2026-05-18,15
HR-V,Nordics,-12,2026-05-18,20
HR-V,Portugal,-12,2026-05-18,15
Jazz,UK,-12,2026-05-18,97
Jazz,Germany,-12,2026-05-18,77
Jazz,France,-12,2026-05-18,56
Jazz,Italy,-12,2026-05-18,36
Jazz,Spain,-12,2026-05-18,32
Jazz,Netherlands,-12,2026-05-18,24
Jazz,Belgium,-12,2026-05-18,20
Jazz,Poland,-12,2026-05-18,18
Jazz,Nordics,-12,2026-05-18,24
Jazz,Portugal,-12,2026-05-18,18
e:Ny1,UK,-12,2026-05-18,54
e:Ny1,Germany,-12,2026-05-18,43
e:Ny1,France,-12,2026-05-18,32
e:Ny1,Italy,-12,2026-05-18,0
e:Ny1,Spain,-12,2026-05-18,0
e:Ny1,Netherlands,-12,2026-05-18,14
e:Ny1,Belgium,-12,2026-05-18,11
e:Ny1,Poland,-12,2026-05-18,0
e:Ny1,Nordics,-12,2026-05-18,14
e:Ny1,Portugal,-12,2026-05-18,0
Civic,UK,-11,2026-05-25,161
Civic,Germany,-11,2026-05-25,127
Civic,France,-11,2026-05-25,94
Civic,Italy,-11,2026-05-25,60
Civic,Spain,-11,2026-05-25,54
Civic,Netherlands,-11,2026-05-25,40
Civic,Belgium,-11,2026-05-25,34
Civic,Poland,-11,2026-05-25,30
Civic,Nordics,-11,2026-05-25,40
Civic,Portugal,-11,2026-05-25,30
CR-V,UK,-11,2026-05-25,161
CR-V,Germany,-11,2026-05-25,127
CR-V,France,-11,2026-05-25,94
CR-V,Italy,-11,2026-05-25,60
CR-V,Spain,-11,2026-05-25,54
CR-V,Netherlands,-11,2026-05-25,40
CR-V,Belgium,-11,2026-05-25,34
CR-V,Poland,-11,2026-05-25,30
CR-V,Nordics,-11,2026-05-25,40
CR-V,Portugal,-11,2026-05-25,30
HR-V,UK,-11,2026-05-25,81
HR-V,Germany,-11,2026-05-25,64
HR-V,France,-11,2026-05-25,47
HR-V,Italy,-11,2026-05-25,30
HR-V,Spain,-11,2026-05-25,27
HR-V,Netherlands,-11,2026-05-25,20
HR-V,Belgium,-11,2026-05-25,17
HR-V,Poland,-11,2026-05-25,15
HR-V,Nordics,-11,2026-05-25,20
HR-V,Portugal,-11,2026-05-25,15
Jazz,UK,-11,2026-05-25,97
Jazz,Germany,-11,2026-05-25,76
Jazz,France,-11,2026-05-25,56
Jazz,Italy,-11,2026-05-25,36
Jazz,Spain,-11,2026-05-25,32
Jazz,Netherlands,-11,2026-05-25,24
Jazz,Belgium,-11,2026-05-25,20
Jazz,Poland,-11,2026-05-25,18
Jazz,Nordics,-11,2026-05-25,24
Jazz,Portugal,-11,2026-05-25,18
e:Ny1,UK,-11,2026-05-25,55
e:Ny1,Germany,-11,2026-05-25,44
e:Ny1,France,-11,2026-05-25,32
e:Ny1,Italy,-11,2026-05-25,0
e:Ny1,Spain,-11,2026-05-25,0
e:Ny1,Netherlands,-11,2026-05-25,14
e:Ny1,Belgium,-11,2026-05-25,11
e:Ny1,Poland,-11,2026-05-25,0
e:Ny1,Nordics,-11,2026-05-25,14
e:Ny1,Portugal,-11,2026-05-25,0
Civic,UK,-10,2026-06-01,161
Civic,Germany,-10,2026-06-01,127
Civic,France,-10,2026-06-01,94
Civic,Italy,-10,2026-06-01,60
Civic,Spain,-10,2026-06-01,54
Civic,Netherlands,-10,2026-06-01,40
Civic,Belgium,-10,2026-06-01,34
Civic,Poland,-10,2026-06-01,30
Civic,Nordics,-10,2026-06-01,40
Civic,Portugal,-10,2026-06-01,30
CR-V,UK,-10,2026-06-01,161
CR-V,Germany,-10,2026-06-01,127
CR-V,France,-10,2026-06-01,94
CR-V,Italy,-10,2026-06-01,60
CR-V,Spain,-10,2026-06-01,54
CR-V,Netherlands,-10,2026-06-01,40
CR-V,Belgium,-10,2026-06-01,34
CR-V,Poland,-10,2026-06-01,30
CR-V,Nordics,-10,2026-06-01,40
CR-V,Portugal,-10,2026-06-01,30
HR-V,UK,-10,2026-06-01,80
HR-V,Germany,-10,2026-06-01,64
HR-V,France,-10,2026-06-01,47
HR-V,Italy,-10,2026-06-01,30
HR-V,Spain,-10,2026-06-01,27
HR-V,Netherlands,-10,2026-06-01,20
HR-V,Belgium,-10,2026-06-01,17
HR-V,Poland,-10,2026-06-01,15
HR-V,Nordics,-10,2026-06-01,20
HR-V,Portugal,-10,2026-06-01,15
Jazz,UK,-10,2026-06-01,96
Jazz,Germany,-10,2026-06-01,76
Jazz,France,-10,2026-06-01,56
Jazz,Italy,-10,2026-06-01,36
Jazz,Spain,-10,2026-06-01,32
Jazz,Netherlands,-10,2026-06-01,24
Jazz,Belgium,-10,2026-06-01,20
Jazz,Poland,-10,2026-06-01,18
Jazz,Nordics,-10,2026-06-01,24
Jazz,Portugal,-10,2026-06-01,18
e:Ny1,UK,-10,2026-06-01,56
e:Ny1,Germany,-10,2026-06-01,44
e:Ny1,France,-10,2026-06-01,33
e:Ny1,Italy,-10,2026-06-01,0
e:Ny1,Spain,-10,2026-06-01,0
e:Ny1,Netherlands,-10,2026-06-01,14
e:Ny1,Belgium,-10,2026-06-01,12
e:Ny1,Poland,-10,2026-06-01,0
e:Ny1,Nordics,-10,2026-06-01,14
e:Ny1,Portugal,-10,2026-06-01,0
Civic,UK,-9,2026-06-08,161
Civic,Germany,-9,2026-06-08,127
Civic,France,-9,2026-06-08,94
Civic,Italy,-9,2026-06-08,60
Civic,Spain,-9,2026-06-08,54
Civic,Netherlands,-9,2026-06-08,40
Civic,Belgium,-9,2026-06-08,33
Civic,Poland,-9,2026-06-08,30
Civic,Nordics,-9,2026-06-08,40
Civic,Portugal,-9,2026-06-08,30
CR-V,UK,-9,2026-06-08,161
CR-V,Germany,-9,2026-06-08,127
CR-V,France,-9,2026-06-08,94
CR-V,Italy,-9,2026-06-08,60
CR-V,Spain,-9,2026-06-08,54
CR-V,Netherlands,-9,2026-06-08,40
CR-V,Belgium,-9,2026-06-08,33
CR-V,Poland,-9,2026-06-08,30
CR-V,Nordics,-9,2026-06-08,40
CR-V,Portugal,-9,2026-06-08,30
HR-V,UK,-9,2026-06-08,80
HR-V,Germany,-9,2026-06-08,64
HR-V,France,-9,2026-06-08,47
HR-V,Italy,-9,2026-06-08,30
HR-V,Spain,-9,2026-06-08,27
HR-V,Netherlands,-9,2026-06-08,20
HR-V,Belgium,-9,2026-06-08,17
HR-V,Poland,-9,2026-06-08,15
HR-V,Nordics,-9,2026-06-08,20
HR-V,Portugal,-9,2026-06-08,15
Jazz,UK,-9,2026-06-08,96
Jazz,Germany,-9,2026-06-08,76
Jazz,France,-9,2026-06-08,56
Jazz,Italy,-9,2026-06-08,36
Jazz,Spain,-9,2026-06-08,32
Jazz,Netherlands,-9,2026-06-08,24
Jazz,Belgium,-9,2026-06-08,20
Jazz,Poland,-9,2026-06-08,18
Jazz,Nordics,-9,2026-06-08,24
Jazz,Portugal,-9,2026-06-08,18
e:Ny1,UK,-9,2026-06-08,57
e:Ny1,Germany,-9,2026-06-08,45
e:Ny1,France,-9,2026-06-08,33
e:Ny1,Italy,-9,2026-06-08,0
e:Ny1,Spain,-9,2026-06-08,0
e:Ny1,Netherlands,-9,2026-06-08,14
e:Ny1,Belgium,-9,2026-06-08,12
e:Ny1,Poland,-9,2026-06-08,0
e:Ny1,Nordics,-9,2026-06-08,14
e:Ny1,Portugal,-9,2026-06-08,0
Civic,UK,-8,2026-06-15,160
Civic,Germany,-8,2026-06-15,127
Civic,France,-8,2026-06-15,94
Civic,Italy,-8,2026-06-15,60
Civic,Spain,-8,2026-06-15,53
Civic,Netherlands,-8,2026-06-15,40
Civic,Belgium,-8,2026-06-15,33
Civic,Poland,-8,2026-06-15,30
Civic,Nordics,-8,2026-06-15,40
Civic,Portugal,-8,2026-06-15,30
CR-V,UK,-8,2026-06-15,160
CR-V,Germany,-8,2026-06-15,127
CR-V,France,-8,2026-06-15,94
CR-V,Italy,-8,2026-06-15,60
CR-V,Spain,-8,2026-06-15,53
CR-V,Netherlands,-8,2026-06-15,40
CR-V,Belgium,-8,2026-06-15,33
CR-V,Poland,-8,2026-06-15,30
CR-V,Nordics,-8,2026-06-15,40
CR-V,Portugal,-8,2026-06-15,30
HR-V,UK,-8,2026-06-15,80
HR-V,Germany,-8,2026-06-15,63
HR-V,France,-8,2026-06-15,47
HR-V,Italy,-8,2026-06-15,30
HR-V,Spain,-8,2026-06-15,27
HR-V,Netherlands,-8,2026-06-15,20
HR-V,Belgium,-8,2026-06-15,17
HR-V,Poland,-8,2026-06-15,15
HR-V,Nordics,-8,2026-06-15,20
HR-V,Portugal,-8,2026-06-15,15
Jazz,UK,-8,2026-06-15,96
Jazz,Germany,-8,2026-06-15,76
Jazz,France,-8,2026-06-15,56
Jazz,Italy,-8,2026-06-15,36
Jazz,Spain,-8,2026-06-15,32
Jazz,Netherlands,-8,2026-06-15,24
Jazz,Belgium,-8,2026-06-15,20
Jazz,Poland,-8,2026-06-15,18
Jazz,Nordics,-8,2026-06-15,24
Jazz,Portugal,-8,2026-06-15,18
e:Ny1,UK,-8,2026-06-15,58
e:Ny1,Germany,-8,2026-06-15,46
e:Ny1,France,-8,2026-06-15,34
e:Ny1,Italy,-8,2026-06-15,0
e:Ny1,Spain,-8,2026-06-15,0
e:Ny1,Netherlands,-8,2026-06-15,14
e:Ny1,Belgium,-8,2026-06-15,12
e:Ny1,Poland,-8,2026-06-15,0
e:Ny1,Nordics,-8,2026-06-15,14
e:Ny1,Portugal,-8,2026-06-15,0
Civic,UK,-7,2026-06-22,160
Civic,Germany,-7,2026-06-22,127
Civic,France,-7,2026-06-22,93
Civic,Italy,-7,2026-06-22,60
Civic,Spain,-7,2026-06-22,53
Civic,Netherlands,-7,2026-06-22,40
Civic,Belgium,-7,2026-06-22,33
Civic,Poland,-7,2026-06-22,30
Civic,Nordics,-7,2026-06-22,40
Civic,Portugal,-7,2026-06-22,30
CR-V,UK,-7,2026-06-22,160
CR-V,Germany,-7,2026-06-22,127
CR-V,France,-7,2026-06-22,93
CR-V,Italy,-7,2026-06-22,60
CR-V,Spain,-7,2026-06-22,53
CR-V,Netherlands,-7,2026-06-22,40
CR-V,Belgium,-7,2026-06-22,33
CR-V,Poland,-7,2026-06-22,30
CR-V,Nordics,-7,2026-06-22,40
CR-V,Portugal,-7,2026-06-22,30
HR-V,UK,-7,2026-06-22,80
HR-V,Germany,-7,2026-06-22,63
HR-V,France,-7,2026-06-22,47
HR-V,Italy,-7,2026-06-22,30
HR-V,Spain,-7,2026-06-22,27
HR-V,Netherlands,-7,2026-06-22,20
HR-V,Belgium,-7,2026-06-22,17
HR-V,Poland,-7,2026-06-22,15
HR-V,Nordics,-7,2026-06-22,20
HR-V,Portugal,-7,2026-06-22,15
Jazz,UK,-7,2026-06-22,96
Jazz,Germany,-7,2026-06-22,76
Jazz,France,-7,2026-06-22,56
Jazz,Italy,-7,2026-06-22,36
Jazz,Spain,-7,2026-06-22,32
Jazz,Netherlands,-7,2026-06-22,24
Jazz,Belgium,-7,2026-06-22,20
Jazz,Poland,-7,2026-06-22,18
Jazz,Nordics,-7,2026-06-22,24
Jazz,Portugal,-7,2026-06-22,18
e:Ny1,UK,-7,2026-06-22,59
e:Ny1,Germany,-7,2026-06-22,47
e:Ny1,France,-7,2026-06-22,34
e:Ny1,Italy,-7,2026-06-22,0
e:Ny1,Spain,-7,2026-06-22,0
e:Ny1,Netherlands,-7,2026-06-22,15
e:Ny1,Belgium,-7,2026-06-22,12
e:Ny1,Poland,-7,2026-06-22,0
e:Ny1,Nordics,-7,2026-06-22,15
e:Ny1,Portugal,-7,2026-06-22,0
Civic,UK,-6,2026-06-29,160
Civic,Germany,-6,2026-06-29,127
Civic,France,-6,2026-06-29,93
Civic,Italy,-6,2026-06-29,60
Civic,Spain,-6,2026-06-29,53
Civic,Netherlands,-6,2026-06-29,40
Civic,Belgium,-6,2026-06-29,33
Civic,Poland,-6,2026-06-29,30
Civic,Nordics,-6,2026-06-29,40
Civic,Portugal,-6,2026-06-29,30
CR-V,UK,-6,2026-06-29,160
CR-V,Germany,-6,2026-06-29,127
CR-V,France,-6,2026-06-29,93
CR-V,Italy,-6,2026-06-29,60
CR-V,Spain,-6,2026-06-29,53
CR-V,Netherlands,-6,2026-06-29,40
CR-V,Belgium,-6,2026-06-29,33
CR-V,Poland,-6,2026-06-29,30
CR-V,Nordics,-6,2026-06-29,40
CR-V,Portugal,-6,2026-06-29,30
HR-V,UK,-6,2026-06-29,80
HR-V,Germany,-6,2026-06-29,63
HR-V,France,-6,2026-06-29,47
HR-V,Italy,-6,2026-06-29,30
HR-V,Spain,-6,2026-06-29,27
HR-V,Netherlands,-6,2026-06-29,20
HR-V,Belgium,-6,2026-06-29,17
HR-V,Poland,-6,2026-06-29,15
HR-V,Nordics,-6,2026-06-29,20
HR-V,Portugal,-6,2026-06-29,15
Jazz,UK,-6,2026-06-29,96
Jazz,Germany,-6,2026-06-29,76
Jazz,France,-6,2026-06-29,56
Jazz,Italy,-6,2026-06-29,36
Jazz,Spain,-6,2026-06-29,32
Jazz,Netherlands,-6,2026-06-29,24
Jazz,Belgium,-6,2026-06-29,20
Jazz,Poland,-6,2026-06-29,18
Jazz,Nordics,-6,2026-06-29,24
Jazz,Portugal,-6,2026-06-29,18
e:Ny1,UK,-6,2026-06-29,60
e:Ny1,Germany,-6,2026-06-29,47
e:Ny1,France,-6,2026-06-29,35
e:Ny1,Italy,-6,2026-06-29,0
e:Ny1,Spain,-6,2026-06-29,0
e:Ny1,Netherlands,-6,2026-06-29,15
e:Ny1,Belgium,-6,2026-06-29,12
e:Ny1,Poland,-6,2026-06-29,0
e:Ny1,Nordics,-6,2026-06-29,15
e:Ny1,Portugal,-6,2026-06-29,0
Civic,UK,-5,2026-07-06,160
Civic,Germany,-5,2026-07-06,126
Civic,France,-5,2026-07-06,93
Civic,Italy,-5,2026-07-06,60
Civic,Spain,-5,2026-07-06,53
Civic,Netherlands,-5,2026-07-06,40
Civic,Belgium,-5,2026-07-06,33
Civic,Poland,-5,2026-07-06,30
Civic,Nordics,-5,2026-07-06,40
Civic,Portugal,-5,2026-07-06,30
CR-V,UK,-5,2026-07-06,160
CR-V,Germany,-5,2026-07-06,126
CR-V,France,-5,2026-07-06,93
CR-V,Italy,-5,2026-07-06,60
CR-V,Spain,-5,2026-07-06,53
CR-V,Netherlands,-5,2026-07-06,40
CR-V,Belgium,-5,2026-07-06,33
CR-V,Poland,-5,2026-07-06,30
CR-V,Nordics,-5,2026-07-06,40
CR-V,Portugal,-5,2026-07-06,30
HR-V,UK,-5,2026-07-06,80
HR-V,Germany,-5,2026-07-06,63
HR-V,France,-5,2026-07-06,47
HR-V,Italy,-5,2026-07-06,30
HR-V,Spain,-5,2026-07-06,27
HR-V,Netherlands,-5,2026-07-06,20
HR-V,Belgium,-5,2026-07-06,17
HR-V,Poland,-5,2026-07-06,15
HR-V,Nordics,-5,2026-07-06,20
HR-V,Portugal,-5,2026-07-06,15
Jazz,UK,-5,2026-07-06,96
Jazz,Germany,-5,2026-07-06,76
Jazz,France,-5,2026-07-06,56
Jazz,Italy,-5,2026-07-06,36
Jazz,Spain,-5,2026-07-06,32
Jazz,Netherlands,-5,2026-07-06,24
Jazz,Belgium,-5,2026-07-06,20
Jazz,Poland,-5,2026-07-06,18
Jazz,Nordics,-5,2026-07-06,24
Jazz,Portugal,-5,2026-07-06,18
e:Ny1,UK,-5,2026-07-06,61
e:Ny1,Germany,-5,2026-07-06,48
e:Ny1,France,-5,2026-07-06,35
e:Ny1,Italy,-5,2026-07-06,0
e:Ny1,Spain,-5,2026-07-06,0
e:Ny1,Netherlands,-5,2026-07-06,15
e:Ny1,Belgium,-5,2026-07-06,13
e:Ny1,Poland,-5,2026-07-06,0
e:Ny1,Nordics,-5,2026-07-06,15
e:Ny1,Portugal,-5,2026-07-06,0
Civic,UK,-4,2026-07-13,160
Civic,Germany,-4,2026-07-13,126
Civic,France,-4,2026-07-13,93
Civic,Italy,-4,2026-07-13,60
Civic,Spain,-4,2026-07-13,53
Civic,Netherlands,-4,2026-07-13,40
Civic,Belgium,-4,2026-07-13,33
Civic,Poland,-4,2026-07-13,30
Civic,Nordics,-4,2026-07-13,40
Civic,Portugal,-4,2026-07-13,30
CR-V,UK,-4,2026-07-13,160
CR-V,Germany,-4,2026-07-13,126
CR-V,France,-4,2026-07-13,93
CR-V,Italy,-4,2026-07-13,60
CR-V,Spain,-4,2026-07-13,53
CR-V,Netherlands,-4,2026-07-13,40
CR-V,Belgium,-4,2026-07-13,33
CR-V,Poland,-4,2026-07-13,30
CR-V,Nordics,-4,2026-07-13,40
CR-V,Portugal,-4,2026-07-13,30
HR-V,UK,-4,2026-07-13,80
HR-V,Germany,-4,2026-07-13,63
HR-V,France,-4,2026-07-13,47
HR-V,Italy,-4,2026-07-13,30
HR-V,Spain,-4,2026-07-13,27
HR-V,Netherlands,-4,2026-07-13,20
HR-V,Belgium,-4,2026-07-13,17
HR-V,Poland,-4,2026-07-13,15
HR-V,Nordics,-4,2026-07-13,20
HR-V,Portugal,-4,2026-07-13,15
Jazz,UK,-4,2026-07-13,96
Jazz,Germany,-4,2026-07-13,76
Jazz,France,-4,2026-07-13,56
Jazz,Italy,-4,2026-07-13,36
Jazz,Spain,-4,2026-07-13,32
Jazz,Netherlands,-4,2026-07-13,24
Jazz,Belgium,-4,2026-07-13,20
Jazz,Poland,-4,2026-07-13,18
Jazz,Nordics,-4,2026-07-13,24
Jazz,Portugal,-4,2026-07-13,18
e:Ny1,UK,-4,2026-07-13,61
e:Ny1,Germany,-4,2026-07-13,49
e:Ny1,France,-4,2026-07-13,36
e:Ny1,Italy,-4,2026-07-13,0
e:Ny1,Spain,-4,2026-07-13,0
e:Ny1,Netherlands,-4,2026-07-13,15
e:Ny1,Belgium,-4,2026-07-13,13
e:Ny1,Poland,-4,2026-07-13,0
e:Ny1,Nordics,-4,2026-07-13,15
e:Ny1,Portugal,-4,2026-07-13,0
Civic,UK,-3,2026-07-20,159
Civic,Germany,-3,2026-07-20,126
Civic,France,-3,2026-07-20,93
Civic,Italy,-3,2026-07-20,60
Civic,Spain,-3,2026-07-20,53
Civic,Netherlands,-3,2026-07-20,40
Civic,Belgium,-3,2026-07-20,33
Civic,Poland,-3,2026-07-20,30
Civic,Nordics,-3,2026-07-20,40
Civic,Portugal,-3,2026-07-20,30
CR-V,UK,-3,2026-07-20,159
CR-V,Germany,-3,2026-07-20,126
CR-V,France,-3,2026-07-20,93
CR-V,Italy,-3,2026-07-20,60
CR-V,Spain,-3,2026-07-20,53
CR-V,Netherlands,-3,2026-07-20,40
CR-V,Belgium,-3,2026-07-20,33
CR-V,Poland,-3,2026-07-20,30
CR-V,Nordics,-3,2026-07-20,40
CR-V,Portugal,-3,2026-07-20,30
HR-V,UK,-3,2026-07-20,80
HR-V,Germany,-3,2026-07-20,63
HR-V,France,-3,2026-07-20,46
HR-V,Italy,-3,2026-07-20,30
HR-V,Spain,-3,2026-07-20,27
HR-V,Netherlands,-3,2026-07-20,20
HR-V,Belgium,-3,2026-07-20,17
HR-V,Poland,-3,2026-07-20,15
HR-V,Nordics,-3,2026-07-20,20
HR-V,Portugal,-3,2026-07-20,15
Jazz,UK,-3,2026-07-20,96
Jazz,Germany,-3,2026-07-20,76
Jazz,France,-3,2026-07-20,56
Jazz,Italy,-3,2026-07-20,36
Jazz,Spain,-3,2026-07-20,32
Jazz,Netherlands,-3,2026-07-20,24
Jazz,Belgium,-3,2026-07-20,20
Jazz,Poland,-3,2026-07-20,18
Jazz,Nordics,-3,2026-07-20,24
Jazz,Portugal,-3,2026-07-20,18
e:Ny1,UK,-3,2026-07-20,62
e:Ny1,Germany,-3,2026-07-20,49
e:Ny1,France,-3,2026-07-20,36
e:Ny1,Italy,-3,2026-07-20,0
e:Ny1,Spain,-3,2026-07-20,0
e:Ny1,Netherlands,-3,2026-07-20,16
e:Ny1,Belgium,-3,2026-07-20,13
e:Ny1,Poland,-3,2026-07-20,0
e:Ny1,Nordics,-3,2026-07-20,16
e:Ny1,Portugal,-3,2026-07-20,0
Civic,UK,-2,2026-07-27,159
Civic,Germany,-2,2026-07-27,126
Civic,France,-2,2026-07-27,93
Civic,Italy,-2,2026-07-27,60
Civic,Spain,-2,2026-07-27,53
Civic,Netherlands,-2,2026-07-27,40
Civic,Belgium,-2,2026-07-27,33
Civic,Poland,-2,2026-07-27,30
Civic,Nordics,-2,2026-07-27,40
Civic,Portugal,-2,2026-07-27,30
CR-V,UK,-2,2026-07-27,159
CR-V,Germany,-2,2026-07-27,126
CR-V,France,-2,2026-07-27,93
CR-V,Italy,-2,2026-07-27,60
CR-V,Spain,-2,2026-07-27,53
CR-V,Netherlands,-2,2026-07-27,40
CR-V,Belgium,-2,2026-07-27,33
CR-V,Poland,-2,2026-07-27,30
CR-V,Nordics,-2,2026-07-27,40
CR-V,Portugal,-2,2026-07-27,30
HR-V,UK,-2,2026-07-27,80
HR-V,Germany,-2,2026-07-27,63
HR-V,France,-2,2026-07-27,46
HR-V,Italy,-2,2026-07-27,30
HR-V,Spain,-2,2026-07-27,27
HR-V,Netherlands,-2,2026-07-27,20
HR-V,Belgium,-2,2026-07-27,17
HR-V,Poland,-2,2026-07-27,15
HR-V,Nordics,-2,2026-07-27,20
HR-V,Portugal,-2,2026-07-27,15
Jazz,UK,-2,2026-07-27,95
Jazz,Germany,-2,2026-07-27,76
Jazz,France,-2,2026-07-27,56
Jazz,Italy,-2,2026-07-27,36
Jazz,Spain,-2,2026-07-27,32
Jazz,Netherlands,-2,2026-07-27,24
Jazz,Belgium,-2,2026-07-27,20
Jazz,Poland,-2,2026-07-27,18
Jazz,Nordics,-2,2026-07-27,24
Jazz,Portugal,-2,2026-07-27,18
e:Ny1,UK,-2,2026-07-27,63
e:Ny1,Germany,-2,2026-07-27,50
e:Ny1,France,-2,2026-07-27,37
e:Ny1,Italy,-2,2026-07-27,0
e:Ny1,Spain,-2,2026-07-27,0
e:Ny1,Netherlands,-2,2026-07-27,16
e:Ny1,Belgium,-2,2026-07-27,13
e:Ny1,Poland,-2,2026-07-27,0
e:Ny1,Nordics,-2,2026-07-27,16
e:Ny1,Portugal,-2,2026-07-27,0
Civic,UK,-1,2026-08-03,159
Civic,Germany,-1,2026-08-03,126
Civic,France,-1,2026-08-03,93
Civic,Italy,-1,2026-08-03,60
Civic,Spain,-1,2026-08-03,53
Civic,Netherlands,-1,2026-08-03,40
Civic,Belgium,-1,2026-08-03,33
Civic,Poland,-1,2026-08-03,30
Civic,Nordics,-1,2026-08-03,40
Civic,Portugal,-1,2026-08-03,30
CR-V,UK,-1,2026-08-03,159
CR-V,Germany,-1,2026-08-03,126
CR-V,France,-1,2026-08-03,93
CR-V,Italy,-1,2026-08-03,60
CR-V,Spain,-1,2026-08-03,53
CR-V,Netherlands,-1,2026-08-03,40
CR-V,Belgium,-1,2026-08-03,33
CR-V,Poland,-1,2026-08-03,30
CR-V,Nordics,-1,2026-08-03,40
CR-V,Portugal,-1,2026-08-03,30
HR-V,UK,-1,2026-08-03,79
HR-V,Germany,-1,2026-08-03,63
HR-V,France,-1,2026-08-03,46
HR-V,Italy,-1,2026-08-03,30
HR-V,Spain,-1,2026-08-03,26
HR-V,Netherlands,-1,2026-08-03,20
HR-V,Belgium,-1,2026-08-03,17
HR-V,Poland,-1,2026-08-03,15
HR-V,Nordics,-1,2026-08-03,20
HR-V,Portugal,-1,2026-08-03,15
Jazz,UK,-1,2026-08-03,95
Jazz,Germany,-1,2026-08-03,75
Jazz,France,-1,2026-08-03,56
Jazz,Italy,-1,2026-08-03,36
Jazz,Spain,-1,2026-08-03,32
Jazz,Netherlands,-1,2026-08-03,24
Jazz,Belgium,-1,2026-08-03,20
Jazz,Poland,-1,2026-08-03,18
Jazz,Nordics,-1,2026-08-03,24
Jazz,Portugal,-1,2026-08-03,18
e:Ny1,UK,-1,2026-08-03,64
e:Ny1,Germany,-1,2026-08-03,51
e:Ny1,France,-1,2026-08-03,37
e:Ny1,Italy,-1,2026-08-03,0
e:Ny1,Spain,-1,2026-08-03,0
e:Ny1,Netherlands,-1,2026-08-03,16
e:Ny1,Belgium,-1,2026-08-03,13
e:Ny1,Poland,-1,2026-08-03,0
e:Ny1,Nordics,-1,2026-08-03,16
e:Ny1,Portugal,-1,2026-08-03,0
Civic,UK,0,2026-08-10,159
Civic,Germany,0,2026-08-10,126
Civic,France,0,2026-08-10,93
Civic,Italy,0,2026-08-10,60
Civic,Spain,0,2026-08-10,53
