model,market,calendar_week,week_start_date,units
CR-V,Spain,-12,2026-05-18,61
CR-V,Netherlands,-12,2026-05-18,52
CR-V,Belgium,-12,2026-05-18,43
CR-V,Poland,-12,2026-05-18,38
CR-V,Nordics,-12,2026-05-18,30
CR-V,Portugal,-12,2026-05-18,33
HR-V,UK,-12,2026-05-18,87
HR-V,Germany,-12,2026-05-18,68
HR-V,France,-12,2026-05-18,48
HR-V,Italy,-12,2026-05-18,22
HR-V,Spain,-12,2026-05-18,21
HR-V,Netherlands,-12,2026-05-18,17
HR-V,Belgium,-12,2026-05-18,13
HR-V,Poland,-12,2026-05-18,8
HR-V,Nordics,-12,2026-05-18,22
HR-V,Portugal,-12,2026-05-18,12
Jazz,UK,-12,2026-05-18,105
Jazz,Germany,-12,2026-05-18,80
Jazz,France,-12,2026-05-18,58
Jazz,Italy,-12,2026-05-18,27
Jazz,Spain,-12,2026-05-18,25
Jazz,Netherlands,-12,2026-05-18,20
Jazz,Belgium,-12,2026-05-18,15
Jazz,Poland,-12,2026-05-18,10
Jazz,Nordics,-12,2026-05-18,28
Jazz,Portugal,-12,2026-05-18,15
e:Ny1,UK,-12,2026-05-18,48
e:Ny1,Germany,-12,2026-05-18,35
e:Ny1,France,-12,2026-05-18,25
e:Ny1,Netherlands,-12,2026-05-18,9
e:Ny1,Belgium,-12,2026-05-18,7
e:Ny1,Nordics,-12,2026-05-18,12
Civic,UK,-11,2026-05-25,177
Civic,Germany,-11,2026-05-25,134
Civic,France,-11,2026-05-25,102
Civic,Italy,-11,2026-05-25,49
Civic,Spain,-11,2026-05-25,39
Civic,Netherlands,-11,2026-05-25,35
Civic,Belgium,-11,2026-05-25,29
Civic,Poland,-11,2026-05-25,38
Civic,Nordics,-11,2026-05-25,51
Civic,Portugal,-11,2026-05-25,24
CR-V,UK,-11,2026-05-25,177
CR-V,Germany,-11,2026-05-25,134
CR-V,France,-11,2026-05-25,102
CR-V,Italy,-11,2026-05-25,49
CR-V,Spain,-11,2026-05-25,39
CR-V,Netherlands,-11,2026-05-25,35
CR-V,Belgium,-11,2026-05-25,29
CR-V,Poland,-11,2026-05-25,38
CR-V,Nordics,-11,2026-05-25,51
CR-V,Portugal,-11,2026-05-25,24
HR-V,UK,-11,2026-05-25,86
HR-V,Germany,-11,2026-05-25,69
HR-V,France,-11,2026-05-25,49
HR-V,Italy,-11,2026-05-25,35
HR-V,Spain,-11,2026-05-25,31
HR-V,Netherlands,-11,2026-05-25,25
HR-V,Belgium,-11,2026-05-25,21
HR-V,Poland,-11,2026-05-25,19
HR-V,Nordics,-11,2026-05-25,15
HR-V,Portugal,-11,2026-05-25,16
Jazz,UK,-11,2026-05-25,101
Jazz,Germany,-11,2026-05-25,83
Jazz,France,-11,2026-05-25,59
Jazz,Italy,-11,2026-05-25,42
Jazz,Spain,-11,2026-05-25,37
Jazz,Netherlands,-11,2026-05-25,31
Jazz,Belgium,-11,2026-05-25,26
Jazz,Poland,-11,2026-05-25,23
Jazz,Nordics,-11,2026-05-25,18
Jazz,Portugal,-11,2026-05-25,19
e:Ny1,UK,-11,2026-05-25,49
e:Ny1,Germany,-11,2026-05-25,39
e:Ny1,France,-11,2026-05-25,26
e:Ny1,Netherlands,-11,2026-05-25,16
e:Ny1,Belgium,-11,2026-05-25,10
e:Ny1,Nordics,-11,2026-05-25,8
Civic,UK,-10,2026-06-01,172
Civic,Germany,-10,2026-06-01,140
Civic,France,-10,2026-06-01,99
Civic,Italy,-10,2026-06-01,78
Civic,Spain,-10,2026-06-01,60
Civic,Netherlands,-10,2026-06-01,56
Civic,Belgium,-10,2026-06-01,42
Civic,Poland,-10,2026-06-01,19
Civic,Nordics,-10,2026-06-01,35
Civic,Portugal,-10,2026-06-01,27
CR-V,UK,-10,2026-06-01,172
CR-V,Germany,-10,2026-06-01,140
CR-V,France,-10,2026-06-01,99
CR-V,Italy,-10,2026-06-01,78
CR-V,Spain,-10,2026-06-01,60
CR-V,Netherlands,-10,2026-06-01,56
CR-V,Belgium,-10,2026-06-01,42
CR-V,Poland,-10,2026-06-01,19
CR-V,Nordics,-10,2026-06-01,35
CR-V,Portugal,-10,2026-06-01,27
HR-V,UK,-10,2026-06-01,88
HR-V,Germany,-10,2026-06-01,67
HR-V,France,-10,2026-06-01,51
HR-V,Italy,-10,2026-06-01,24
HR-V,Spain,-10,2026-06-01,20
HR-V,Netherlands,-10,2026-06-01,17
HR-V,Belgium,-10,2026-06-01,15
HR-V,Poland,-10,2026-06-01,19
HR-V,Nordics,-10,2026-06-01,26
HR-V,Portugal,-10,2026-06-01,12
Jazz,UK,-10,2026-06-01,107
Jazz,Germany,-10,2026-06-01,81
Jazz,France,-10,2026-06-01,62
Jazz,Italy,-10,2026-06-01,29
Jazz,Spain,-10,2026-06-01,23
Jazz,Netherlands,-10,2026-06-01,21
Jazz,Belgium,-10,2026-06-01,18
Jazz,Poland,-10,2026-06-01,23
Jazz,Nordics,-10,2026-06-01,30
Jazz,Portugal,-10,2026-06-01,15
e:Ny1,UK,-10,2026-06-01,50
e:Ny1,Germany,-10,2026-06-01,39
e:Ny1,France,-10,2026-06-01,29
e:Ny1,Netherlands,-10,2026-06-01,10
e:Ny1,Belgium,-10,2026-06-01,7
e:Ny1,Nordics,-10,2026-06-01,13
Civic,UK,-9,2026-06-08,169
Civic,Germany,-9,2026-06-08,136
Civic,France,-9,2026-06-08,103
Civic,Italy,-9,2026-06-08,57
Civic,Spain,-9,2026-06-08,41
Civic,Netherlands,-9,2026-06-08,39
Civic,Belgium,-9,2026-06-08,27
Civic,Poland,-9,2026-06-08,37
Civic,Nordics,-9,2026-06-08,51
Civic,Portugal,-9,2026-06-08,37
CR-V,UK,-9,2026-06-08,169
CR-V,Germany,-9,2026-06-08,136
CR-V,France,-9,2026-06-08,102
CR-V,Italy,-9,2026-06-08,57
CR-V,Spain,-9,2026-06-08,41
CR-V,Netherlands,-9,2026-06-08,39
CR-V,Belgium,-9,2026-06-08,27
CR-V,Poland,-9,2026-06-08,37
CR-V,Nordics,-9,2026-06-08,51
CR-V,Portugal,-9,2026-06-08,36
HR-V,UK,-9,2026-06-08,86
HR-V,Germany,-9,2026-06-08,70
HR-V,France,-9,2026-06-08,49
HR-V,Italy,-9,2026-06-08,39
HR-V,Spain,-9,2026-06-08,30
HR-V,Netherlands,-9,2026-06-08,29
HR-V,Belgium,-9,2026-06-08,21
HR-V,Poland,-9,2026-06-08,9
HR-V,Nordics,-9,2026-06-08,18
HR-V,Portugal,-9,2026-06-08,14
Jazz,UK,-9,2026-06-08,103
Jazz,Germany,-9,2026-06-08,84
Jazz,France,-9,2026-06-08,59
Jazz,Italy,-9,2026-06-08,47
Jazz,Spain,-9,2026-06-08,36
Jazz,Netherlands,-9,2026-06-08,33
Jazz,Belgium,-9,2026-06-08,25
Jazz,Poland,-9,2026-06-08,11
Jazz,Nordics,-9,2026-06-08,21
Jazz,Portugal,-9,2026-06-08,16
e:Ny1,UK,-9,2026-06-08,49
e:Ny1,Germany,-9,2026-06-08,40
e:Ny1,France,-9,2026-06-08,28
e:Ny1,Netherlands,-9,2026-06-08,16
e:Ny1,Belgium,-9,2026-06-08,12
e:Ny1,Nordics,-9,2026-06-08,9
Civic,UK,-8,2026-06-15,167
Civic,Germany,-8,2026-06-15,134
Civic,France,-8,2026-06-15,100
Civic,Italy,-8,2026-06-15,80
Civic,Spain,-8,2026-06-15,66
Civic,Netherlands,-8,2026-06-15,53
Civic,Belgium,-8,2026-06-15,39
Civic,Poland,-8,2026-06-15,36
Civic,Nordics,-8,2026-06-15,32
Civic,Portugal,-8,2026-06-15,27
CR-V,UK,-8,2026-06-15,167
CR-V,Germany,-8,2026-06-15,134
CR-V,France,-8,2026-06-15,100
CR-V,Italy,-8,2026-06-15,80
CR-V,Spain,-8,2026-06-15,66
CR-V,Netherlands,-8,2026-06-15,53
CR-V,Belgium,-8,2026-06-15,39
CR-V,Poland,-8,2026-06-15,36
CR-V,Nordics,-8,2026-06-15,32
CR-V,Portugal,-8,2026-06-15,27
HR-V,UK,-8,2026-06-15,84
HR-V,Germany,-8,2026-06-15,69
HR-V,France,-8,2026-06-15,52
HR-V,Italy,-8,2026-06-15,28
HR-V,Spain,-8,2026-06-15,21
HR-V,Netherlands,-8,2026-06-15,19
HR-V,Belgium,-8,2026-06-15,13
HR-V,Poland,-8,2026-06-15,18
HR-V,Nordics,-8,2026-06-15,25
HR-V,Portugal,-8,2026-06-15,18
Jazz,UK,-8,2026-06-15,101
Jazz,Germany,-8,2026-06-15,82
Jazz,France,-8,2026-06-15,62
Jazz,Italy,-8,2026-06-15,34
Jazz,Spain,-8,2026-06-15,25
Jazz,Netherlands,-8,2026-06-15,23
Jazz,Belgium,-8,2026-06-15,16
Jazz,Poland,-8,2026-06-15,22
Jazz,Nordics,-8,2026-06-15,30
Jazz,Portugal,-8,2026-06-15,22
e:Ny1,UK,-8,2026-06-15,53
e:Ny1,Germany,-8,2026-06-15,39
e:Ny1,France,-8,2026-06-15,30
e:Ny1,Netherlands,-8,2026-06-15,11
e:Ny1,Belgium,-8,2026-06-15,8
e:Ny1,Nordics,-8,2026-06-15,14
Civic,UK,-7,2026-06-22,166
Civic,Germany,-7,2026-06-22,132
Civic,France,-7,2026-06-22,99
Civic,Italy,-7,2026-06-22,50
Civic,Spain,-7,2026-06-22,47
Civic,Netherlands,-7,2026-06-22,34
Civic,Belgium,-7,2026-06-22,26
Civic,Poland,-7,2026-06-22,18
Civic,Nordics,-7,2026-06-22,47
Civic,Portugal,-7,2026-06-22,26
CR-V,UK,-7,2026-06-22,166
CR-V,Germany,-7,2026-06-22,132
CR-V,France,-7,2026-06-22,99
CR-V,Italy,-7,2026-06-22,50
CR-V,Spain,-7,2026-06-22,47
CR-V,Netherlands,-7,2026-06-22,34
CR-V,Belgium,-7,2026-06-22,26
CR-V,Poland,-7,2026-06-22,18
CR-V,Nordics,-7,2026-06-22,47
CR-V,Portugal,-7,2026-06-22,26
HR-V,UK,-7,2026-06-22,83
HR-V,Germany,-7,2026-06-22,66
HR-V,France,-7,2026-06-22,50
HR-V,Italy,-7,2026-06-22,40
HR-V,Spain,-7,2026-06-22,33
HR-V,Netherlands,-7,2026-06-22,27
HR-V,Belgium,-7,2026-06-22,20
HR-V,Poland,-7,2026-06-22,18
HR-V,Nordics,-7,2026-06-22,16
HR-V,Portugal,-7,2026-06-22,13
Jazz,UK,-7,2026-06-22,101
Jazz,Germany,-7,2026-06-22,80
Jazz,France,-7,2026-06-22,60
Jazz,Italy,-7,2026-06-22,48
Jazz,Spain,-7,2026-06-22,39
Jazz,Netherlands,-7,2026-06-22,33
Jazz,Belgium,-7,2026-06-22,24
Jazz,Poland,-7,2026-06-22,21
Jazz,Nordics,-7,2026-06-22,19
Jazz,Portugal,-7,2026-06-22,16
e:Ny1,UK,-7,2026-06-22,50
e:Ny1,Germany,-7,2026-06-22,41
e:Ny1,France,-7,2026-06-22,28
e:Ny1,Netherlands,-7,2026-06-22,16
e:Ny1,Belgium,-7,2026-06-22,12
e:Ny1,Nordics,-7,2026-06-22,9
Civic,UK,-6,2026-06-29,159
Civic,Germany,-6,2026-06-29,131
Civic,France,-6,2026-06-29,97
Civic,Italy,-6,2026-06-29,77
Civic,Spain,-6,2026-06-29,68
Civic,Netherlands,-6,2026-06-29,49
Civic,Belgium,-6,2026-06-29,41
Civic,Poland,-6,2026-06-29,38
Civic,Nordics,-6,2026-06-29,31
Civic,Portugal,-6,2026-06-29,34
CR-V,UK,-6,2026-06-29,159
CR-V,Germany,-6,2026-06-29,131
CR-V,France,-6,2026-06-29,97
CR-V,Italy,-6,2026-06-29,77
CR-V,Spain,-6,2026-06-29,68
CR-V,Netherlands,-6,2026-06-29,49
CR-V,Belgium,-6,2026-06-29,41
CR-V,Poland,-6,2026-06-29,38
CR-V,Nordics,-6,2026-06-29,31
CR-V,Portugal,-6,2026-06-29,34
HR-V,UK,-6,2026-06-29,83
HR-V,Germany,-6,2026-06-29,66
HR-V,France,-6,2026-06-29,49
HR-V,Italy,-6,2026-06-29,25
HR-V,Spain,-6,2026-06-29,23
HR-V,Netherlands,-6,2026-06-29,17
HR-V,Belgium,-6,2026-06-29,13
HR-V,Poland,-6,2026-06-29,9
HR-V,Nordics,-6,2026-06-29,24
HR-V,Portugal,-6,2026-06-29,13
Jazz,UK,-6,2026-06-29,100
Jazz,Germany,-6,2026-06-29,79
Jazz,France,-6,2026-06-29,59
Jazz,Italy,-6,2026-06-29,30
Jazz,Spain,-6,2026-06-29,29
Jazz,Netherlands,-6,2026-06-29,20
Jazz,Belgium,-6,2026-06-29,15
Jazz,Poland,-6,2026-06-29,11
Jazz,Nordics,-6,2026-06-29,29
Jazz,Portugal,-6,2026-06-29,15
e:Ny1,UK,-6,2026-06-29,52
e:Ny1,Germany,-6,2026-06-29,39
e:Ny1,France,-6,2026-06-29,30
e:Ny1,Netherlands,-6,2026-06-29,11
e:Ny1,Belgium,-6,2026-06-29,8
e:Ny1,Nordics,-6,2026-06-29,15
Civic,UK,-5,2026-07-06,167
Civic,Germany,-5,2026-07-06,127
Civic,France,-5,2026-07-06,97
Civic,Italy,-5,2026-07-06,52
Civic,Spain,-5,2026-07-06,43
Civic,Netherlands,-5,2026-07-06,32
Civic,Belgium,-5,2026-07-06,28
Civic,Poland,-5,2026-07-06,38
Civic,Nordics,-5,2026-07-06,50
Civic,Portugal,-5,2026-07-06,26
CR-V,UK,-5,2026-07-06,167
CR-V,Germany,-5,2026-07-06,127
CR-V,France,-5,2026-07-06,97
CR-V,Italy,-5,2026-07-06,52
CR-V,Spain,-5,2026-07-06,43
CR-V,Netherlands,-5,2026-07-06,32
CR-V,Belgium,-5,2026-07-06,28
CR-V,Poland,-5,2026-07-06,38
CR-V,Nordics,-5,2026-07-06,50
CR-V,Portugal,-5,2026-07-06,26
HR-V,UK,-5,2026-07-06,80
HR-V,Germany,-5,2026-07-06,66
HR-V,France,-5,2026-07-06,48
HR-V,Italy,-5,2026-07-06,39
HR-V,Spain,-5,2026-07-06,34
HR-V,Netherlands,-5,2026-07-06,24
HR-V,Belgium,-5,2026-07-06,20
HR-V,Poland,-5,2026-07-06,19
HR-V,Nordics,-5,2026-07-06,15
HR-V,Portugal,-5,2026-07-06,17
Jazz,UK,-5,2026-07-06,96
Jazz,Germany,-5,2026-07-06,79
Jazz,France,-5,2026-07-06,58
Jazz,Italy,-5,2026-07-06,47
Jazz,Spain,-5,2026-07-06,41
Jazz,Netherlands,-5,2026-07-06,29
Jazz,Belgium,-5,2026-07-06,25
Jazz,Poland,-5,2026-07-06,23
Jazz,Nordics,-5,2026-07-06,18
Jazz,Portugal,-5,2026-07-06,21
e:Ny1,UK,-5,2026-07-06,52
e:Ny1,Germany,-5,2026-07-06,42
e:Ny1,France,-5,2026-07-06,29
e:Ny1,Netherlands,-5,2026-07-06,17
e:Ny1,Belgium,-5,2026-07-06,12
e:Ny1,Nordics,-5,2026-07-06,9
Civic,UK,-4,2026-07-13,165
Civic,Germany,-4,2026-07-13,132
Civic,France,-4,2026-07-13,93
Civic,Italy,-4,2026-07-13,83
Civic,Spain,-4,2026-07-13,63
Civic,Netherlands,-4,2026-07-13,53
Civic,Belgium,-4,2026-07-13,40
Civic,Poland,-4,2026-07-13,19
Civic,Nordics,-4,2026-07-13,34
Civic,Portugal,-4,2026-07-13,30
CR-V,UK,-4,2026-07-13,165
CR-V,Germany,-4,2026-07-13,132
CR-V,France,-4,2026-07-13,93
CR-V,Italy,-4,2026-07-13,83
CR-V,Spain,-4,2026-07-13,63
CR-V,Netherlands,-4,2026-07-13,53
CR-V,Belgium,-4,2026-07-13,40
CR-V,Poland,-4,2026-07-13,19
CR-V,Nordics,-4,2026-07-13,34
CR-V,Portugal,-4,2026-07-13,30
HR-V,UK,-4,2026-07-13,83
HR-V,Germany,-4,2026-07-13,63
HR-V,France,-4,2026-07-13,48
HR-V,Italy,-4,2026-07-13,26
HR-V,Spain,-4,2026-07-13,22
HR-V,Netherlands,-4,2026-07-13,16
HR-V,Belgium,-4,2026-07-13,14
HR-V,Poland,-4,2026-07-13,19
HR-V,Nordics,-4,2026-07-13,25
HR-V,Portugal,-4,2026-07-13,13
Jazz,UK,-4,2026-07-13,101
Jazz,Germany,-4,2026-07-13,76
Jazz,France,-4,2026-07-13,58
Jazz,Italy,-4,2026-07-13,31
Jazz,Spain,-4,2026-07-13,26
Jazz,Netherlands,-4,2026-07-13,19
Jazz,Belgium,-4,2026-07-13,17
Jazz,Poland,-4,2026-07-13,23
Jazz,Nordics,-4,2026-07-13,30
Jazz,Portugal,-4,2026-07-13,15
e:Ny1,UK,-4,2026-07-13,54
e:Ny1,Germany,-4,2026-07-13,40
e:Ny1,France,-4,2026-07-13,31
e:Ny1,Netherlands,-4,2026-07-13,11
e:Ny1,Belgium,-4,2026-07-13,8
e:Ny1,Nordics,-4,2026-07-13,15
Civic,UK,-3,2026-07-20,159
Civic,Germany,-3,2026-07-20,129
Civic,France,-3,2026-07-20,98
Civic,Italy,-3,2026-07-20,58
Civic,Spain,-3,2026-07-20,41
Civic,Netherlands,-3,2026-07-20,37
Civic,Belgium,-3,2026-07-20,25
Civic,Poland,-3,2026-07-20,35
Civic,Nordics,-3,2026-07-20,48
Civic,Portugal,-3,2026-07-20,39
CR-V,UK,-3,2026-07-20,159
CR-V,Germany,-3,2026-07-20,129
CR-V,France,-3,2026-07-20,98
CR-V,Italy,-3,2026-07-20,58
CR-V,Spain,-3,2026-07-20,41
CR-V,Netherlands,-3,2026-07-20,37
CR-V,Belgium,-3,2026-07-20,25
CR-V,Poland,-3,2026-07-20,35
CR-V,Nordics,-3,2026-07-20,48
CR-V,Portugal,-3,2026-07-20,39
HR-V,UK,-3,2026-07-20,82
HR-V,Germany,-3,2026-07-20,66
HR-V,France,-3,2026-07-20,47
HR-V,Italy,-3,2026-07-20,41
HR-V,Spain,-3,2026-07-20,32
HR-V,Netherlands,-3,2026-07-20,27
HR-V,Belgium,-3,2026-07-20,20
HR-V,Poland,-3,2026-07-20,10
HR-V,Nordics,-3,2026-07-20,17
HR-V,Portugal,-3,2026-07-20,15
Jazz,UK,-3,2026-07-20,98
Jazz,Germany,-3,2026-07-20,79
Jazz,France,-3,2026-07-20,56
Jazz,Italy,-3,2026-07-20,50
Jazz,Spain,-3,2026-07-20,38
Jazz,Netherlands,-3,2026-07-20,32
Jazz,Belgium,-3,2026-07-20,23
Jazz,Poland,-3,2026-07-20,11
Jazz,Nordics,-3,2026-07-20,20
Jazz,Portugal,-3,2026-07-20,18
e:Ny1,UK,-3,2026-07-20,54
e:Ny1,Germany,-3,2026-07-20,43
e:Ny1,France,-3,2026-07-20,30
e:Ny1,Netherlands,-3,2026-07-20,17
e:Ny1,Belgium,-3,2026-07-20,13
e:Ny1,Nordics,-3,2026-07-20,9
Civic,UK,-2,2026-07-27,162
Civic,Germany,-2,2026-07-27,126
Civic,France,-2,2026-07-27,96
Civic,Italy,-2,2026-07-27,82
Civic,Spain,-2,2026-07-27,65
Civic,Netherlands,-2,2026-07-27,49
Civic,Belgium,-2,2026-07-27,38
Civic,Poland,-2,2026-07-27,34
Civic,Nordics,-2,2026-07-27,31
Civic,Portugal,-2,2026-07-27,29
CR-V,UK,-2,2026-07-27,161
CR-V,Germany,-2,2026-07-27,126
CR-V,France,-2,2026-07-27,96
CR-V,Italy,-2,2026-07-27,82
CR-V,Spain,-2,2026-07-27,65
CR-V,Netherlands,-2,2026-07-27,49
CR-V,Belgium,-2,2026-07-27,38
CR-V,Poland,-2,2026-07-27,34
CR-V,Nordics,-2,2026-07-27,31
CR-V,Portugal,-2,2026-07-27,29
HR-V,UK,-2,2026-07-27,79
HR-V,Germany,-2,2026-07-27,65
HR-V,France,-2,2026-07-27,49
HR-V,Italy,-2,2026-07-27,29
HR-V,Spain,-2,2026-07-27,21
HR-V,Netherlands,-2,2026-07-27,18
HR-V,Belgium,-2,2026-07-27,13
HR-V,Poland,-2,2026-07-27,17
HR-V,Nordics,-2,2026-07-27,23
HR-V,Portugal,-2,2026-07-27,19
Jazz,UK,-2,2026-07-27,96
Jazz,Germany,-2,2026-07-27,79
Jazz,France,-2,2026-07-27,58
Jazz,Italy,-2,2026-07-27,35
Jazz,Spain,-2,2026-07-27,25
Jazz,Netherlands,-2,2026-07-27,22
Jazz,Belgium,-2,2026-07-27,15
Jazz,Poland,-2,2026-07-27,21
Jazz,Nordics,-2,2026-07-27,29
Jazz,Portugal,-2,2026-07-27,23
e:Ny1,UK,-2,2026-07-27,54
e:Ny1,Germany,-2,2026-07-27,42
e:Ny1,France,-2,2026-07-27,30
e:Ny1,Netherlands,-2,2026-07-27,11
e:Ny1,Belgium,-2,2026-07-27,8
e:Ny1,Nordics,-2,2026-07-27,15
Civic,UK,-1,2026-08-03,165
Civic,Germany,-1,2026-08-03,127
Civic,France,-1,2026-08-03,94
Civic,Italy,-1,2026-08-03,51
Civic,Spain,-1,2026-08-03,45
Civic,Netherlands,-1,2026-08-03,31
Civic,Belgium,-1,2026-08-03,25
Civic,Poland,-1,2026-08-03,17
Civic,Nordics,-1,2026-08-03,45
Civic,Portugal,-1,2026-08-03,26
CR-V,UK,-1,2026-08-03,165
CR-V,Germany,-1,2026-08-03,127
CR-V,France,-1,2026-08-03,94
CR-V,Italy,-1,2026-08-03,51
CR-V,Spain,-1,2026-08-03,45
CR-V,Netherlands,-1,2026-08-03,31
CR-V,Belgium,-1,2026-08-03,25
CR-V,Poland,-1,2026-08-03,17
CR-V,Nordics,-1,2026-08-03,45
CR-V,Portugal,-1,2026-08-03,26
HR-V,UK,-1,2026-08-03,80
HR-V,Germany,-1,2026-08-03,63
HR-V,France,-1,2026-08-03,48
HR-V,Italy,-1,2026-08-03,41
HR-V,Spain,-1,2026-08-03,32
HR-V,Netherlands,-1,2026-08-03,25
HR-V,Belgium,-1,2026-08-03,19
HR-V,Poland,-1,2026-08-03,17
HR-V,Nordics,-1,2026-08-03,15
HR-V,Portugal,-1,2026-08-03,15
Jazz,UK,-1,2026-08-03,96
Jazz,Germany,-1,2026-08-03,76
Jazz,France,-1,2026-08-03,57
Jazz,Italy,-1,2026-08-03,49
Jazz,Spain,-1,2026-08-03,39
Jazz,Netherlands,-1,2026-08-03,30
Jazz,Belgium,-1,2026-08-03,23
Jazz,Poland,-1,2026-08-03,21
Jazz,Nordics,-1,2026-08-03,18
Jazz,Portugal,-1,2026-08-03,18
e:Ny1,UK,-1,2026-08-03,54
e:Ny1,Germany,-1,2026-08-03,44
e:Ny1,France,-1,2026-08-03,31
e:Ny1,Netherlands,-1,2026-08-03,18
e:Ny1,Belgium,-1,2026-08-03,13
e:Ny1,Nordics,-1,2026-08-03,10
